Nom de l’agence,Téléphone de l’agence,Email de l’agence,Horaires,Site web,Avis,Indépendant ou Franchise,Ville / département,Gérant,Tel du gérant,Email du gérant,Source de l’agence,Source du gérant,Date de vérification
Agence Immo Logis 40-64,+33 6 08 36 65 85,,,https://www.logis4064.com/?utm_source=gmb,,Indépendante,"2447 RN 117, 40300 Port-de-Lanne, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière - AB Lille,+33 6 70 38 12 64,,,https://www.abritel.fr/,,Indépendante,"157 Rue Léon Gambetta, 59000 Lille, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière - Michel ROUIL Indépendante depuis 1984,+33 2 41 65 42 99,,,http://www.rouil-immobilier.com/,,Indépendante,"2 Rue Jean-Baptiste Kléber, 49300 Cholet, France",,,,Site web/leboncoin,,2026-09-07
AGENCE IMMOBILIERE A & K,+33 1 60 27 92 76,,Lundi à vendredi : 09h00–12h00 et 14h00–18h30. Samedi : 09h00–12h00. Dimanche : fermé.,http://www.akimmo.fr/,"4,8/5 sur 21 avis Google. Les clients soulignent le sérieux, la compétence, l’écoute, la disponibilité, la réactivité, les bons conseils et le suivi consciencieux et professionnel ; un avis critique concerne le prix.",Indépendante,"129 Av. Eugène Varlin, 77270 Villeparisis, France",PATRICK KRAUSE,,pkrause@aetkimmobilier.fr,Site web/leboncoin,,2026-09-07
Agence immobilière à Albi - Alliance Immo 81,+33 5 63 49 16 20,,,https://www.ai81.fr/,,Indépendante,"37 Rue Séré de Rivières, 81000 Albi, France",,,,Site web/leboncoin,,2026-09-07
"Agence immobilière à Savigny sur Orge/Juvisy sur orge / Vente, Location, Estimation - Sixième Avenue,",+33 1 84 26 10 10,,,https://savignysurorge.sixiemeavenue.com/,,Indépendante,"95 Bd Aristide Briand, 91600 Savigny-sur-Orge, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière A.Rateau,+33 5 46 41 45 72,,,http://www.agence-rateau.com/?utm_source=gmb,,Indépendante,"La, R, 2 Rue Gambetta, 17000 La Rochelle, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière ACOPA Ordener - Paris 18,+33 1 42 51 10 60,,,http://www.acopa-immobilier.fr/,,Indépendante,"108 Rue Ordener, 75018 Paris, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Actia Immo - La Roche sur Yon,+33 2 51 24 80 13,,,https://www.actia-immobilier.fr/,,Indépendante,"135 Bd d'Italie, 85000 La Roche-sur-Yon, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière AlainG Immo Wittelsheim,+33 3 89 57 34 71,,,https://www.alaingimmo.com/,,Indépendante,"47 Rue de Mulhouse, 68310 Wittelsheim, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Alpe d'Huez - Prestige Transaction,+33 4 58 47 90 91,,,https://www.prestige-transaction-huez.fr/,,Indépendante,"99 Rue du Coulet, 38750 Huez, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Angers - CABINET GABARD IMMOBILIER,+33 2 41 96 46 79,,,http://www.gabard-immobilier.fr/,,Indépendante,"23 Rue Saint-Julien, 49100 Angers, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Audras & Delaunois,+33 4 76 54 63 82,,,http://www.audras-delaunois.com/,,Indépendante,"30 All. Henri Frenay, 38000 Grenoble, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière AVL immobilier - Paris 19e Laumière,+33 1 42 00 62 00,,,https://www.avl-immobilier.com/,,Indépendante,"118 Rue de Meaux, 75019 Paris, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Azur Immo Paris,+33 1 43 49 45 00,,,http://www.azurimmo75.com/,,Indépendante,"184 Rue de Belleville, 75020 Paris, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Bassano - Immobilier Paris 8 eme Arrondissement,+33 6 76 00 94 02,,,https://immobiliere-bassano.com/,,Indépendante,"52 Rue de Bassano, 75008 Paris, France",,,,Site web/leboncoin,,2026-09-07
AGENCE IMMOBILIERE BDI CONSEIL,+33 6 11 66 79 66,,,http://www.bdi-conseil.com/,,Indépendante,"32 Rue Jean Mermoz, 31830 Plaisance-du-Touch, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Belharra immobilier Saint-Pierre-d'Irube 64990,+33 5 59 20 90 49,,,http://www.belharra-immobilier.com/,,Indépendante,"4 Chem. de Jupiter, 64990 Saint-Pierre-d'Irube, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Besançon IMMOFLORE,+33 3 81 40 36 40,,,https://www.immoflore.com/,,Indépendante,"9 Rue de la Mouillère, 25000 Besançon, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Cafimm Meyzieu,+33 4 37 42 07 02,,,http://www.cafimm.fr/,,Indépendante,"1 A Rue de la République, 69330 Meyzieu, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière CARRÉ MANS - Le Mans,+33 2 43 42 04 20,,,https://www.carre-mans.fr/,,Indépendante,"37 Rue Chanzy, 72000 Le Mans, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Céline Demanes Immobilier CARBON-BLANC,+33 6 18 23 66 31,,,http://celinedemanesimmobilier.monsitemedia.fr/,,Indépendante,"7 Rue Alphonse Lamartine, 33560 Carbon-Blanc, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière CHASSEUR DE TOIT - ISSY LES MOULINEAUX,+33 6 10 63 82 03,,,http://www.chasseurdetoit.com/,,Indépendante,"41 Rue Camille Desmoulins, 92130 Issy-les-Moulineaux, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Côté Cannes - Cannes,+33 6 21 18 62 43,,,https://cotecannes.com/fr/,,Indépendante,"7 Pl. Stanislas, 06400 Cannes, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière CÔTÉ IMMOBILIER (estimations gratuites) DI&G,+33 9 80 87 07 50,,,https://www.coteimmobilier-douai.com/,,Indépendante,"54 Rue de la Boucherie, 59500 Douai, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière DAVRIL Conflans Sainte Honorine 🏠,+33 1 39 72 33 55,,,http://www.vicenzimmobilier.fr/,,Indépendante,"18 Av. Carnot, 78700 Conflans-Sainte-Honorine, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière de l'immobilier neuf et ancien - Plan Carré Immobilier Toulon,+33 4 22 59 00 00,,,http://www.plancarre.immo/,,Indépendante,"470 Chem. de Moneiret, 83200 Toulon, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Delta,+33 7 86 10 87 04,,,http://deltaimmo.fr/,,Indépendante,"67 Rue Saint-Jacques, 75005 Paris, France",,,,Site web/leboncoin,,2026-09-07
AGENCE IMMOBILIÈRE DU VIADUC,+33 1 69 05 37 91,,,http://www.immobiliere-viaduc.fr/,,Indépendante,"40 Bd Aristide Briand, 91600 Savigny-sur-Orge, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière EDENCIA Basse-Goulaine - Anais YON,+33 6 32 18 74 39,,,"https://www.edencia-immo.fr/conseiller/anais.yon,128",,Indépendante,"3 Rue de Tasmanie, 44115 Basse-Goulaine, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière ERA Baie de Seine Le Havre,+33 2 32 73 62 22,,,https://www.era-baiedeseine.fr/,,Indépendante,"25 bis Rue Casimir Périer, 76600 Le Havre, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière ERA RAMBOUILLET,+33 1 61 08 66 88,,,http://www.era-rambouillet.fr/,,Indépendante,"46 Rue du Général de Gaulle, 78120 Rambouillet, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière F.G.I,+33 3 83 44 26 26,,,https://fgi-immobilier.com/fr,,Indépendante,"Centre commercial de Brabois, 12 Rue du Morvan, 54500 Vandœuvre-lès-Nancy, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Ferrari,+33 1 69 00 66 44,,,https://www.immoferrari.com/,,Indépendante,"2 Rte de Boussy-Saint-Antoine, 91480 Quincy-sous-Sénart, France",,,,Site web/leboncoin,,2026-09-07
AGENCE IMMOBILIERE GESTION LOCATIVE FAELENS IMMOBILIER LILLE NATIONALE VAUBAN ⭐️⭐️⭐️⭐️⭐,+33 3 20 95 58 19,,,http://www.faelensimmobilier.com/,,Indépendante,"214 Rue Nationale, 59000 Lille, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Grau-du-Roi La Clé immobilier,+33 6 15 99 44 88,,,http://lacle-immobilier.fr/,,Indépendante,"1291 Av. de Camargue, 30240 Le Grau-du-Roi, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Green and Green Immobilier,+33 6 98 81 51 35,,,http://www.greenandgreen.fr/,,Indépendante,"67 Cr Mirabeau, 13100 Aix-en-Provence, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Grenoble - Prestige Transaction,+33 4 58 47 90 91,,,https://www.prestige-transaction.fr/,,Indépendante,"20 Rue de Strasbourg, 38000 Grenoble, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Heytienne,+33 3 87 60 28 95,,,https://www.immoheytienne.fr/,,Indépendante,"46 Rue de la Chèvre, 57000 Metz, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière JLP-Immo,+33 4 50 78 27 44,,,https://www.jlp-immo.com/,,Indépendante,"17 Rue du Faucigny, 74170 Saint-Gervais-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Jouini,+216 55 392 444,,,https://www.immobilierejouini.tn/,,Indépendante,"immeuble le 45, Av. du Japon, Tunis 1073, Tunisie",,,,Site web/leboncoin,,2026-09-07
Agence immobilière La Brique Rose Immobilier BALMA- Toulouse AUCAMVILLE,+33 5 61 70 77 77,,,http://labriquerose.fr/,,Indépendante,"20 Av. de Toulouse, 31130 Balma, France",,,,Site web/leboncoin,,2026-09-07
Agence immobiliere lafaye,+33 2 40 49 80 47,,,https://www.agence-lafaye.com/,,Indépendante,"12 Bd des Belges, 44300 Nantes, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Larochefoucauld Côte Basque Anglet - Biarritz,+33 5 59 03 06 70,,,https://www.larochefoucauld.net/,,Indépendante,"44 Av. de Larochefoucauld, 64600 Anglet, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière le Prieuré,+33 5 63 38 65 91,,,https://www.le-prieure-immobilier.com/?utm_source=gmb,,Indépendante,"7 Bd Edouard Andrieu, 81000 Albi, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Le Quartier Phare.,+33 1 73 28 98 49,,,http://www.quartier-phare.fr/,,Indépendante,"90 Rte de la Reine, 92100 Boulogne-Billancourt, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Logis Conseil | Agence de Châtillon,+33 1 74 74 52 58,,,"https://www.logisconseil.fr/agence/logis-conseil-chatillon-chatillon-92320,8",,Indépendante,"2 Rue Pierre Brossolette, 92320 Châtillon, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Mabena Immobilier Caen,+33 2 58 33 00 30,,,https://www.mabena.fr/,,Indépendante,"9 Rue Jules Oyer, 14000 Caen, France",,,,Site web/leboncoin,,2026-09-07
"Agence immobilière Michel ROUIL indépendante depuis 1984 - Cholet et environs, Martial MARTINEZ (agent immobilier/dirigeant)",+33 6 82 41 24 04,,,https://www.immobiliercholet.com/,,Indépendante,"Agence Immobilière - Michel ROUIL, 2 Rue Jean-Baptiste Kléber, 49300 Cholet, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Next House immobilier Antony,+33 1 47 79 04 29,,,http://nexthouseimmo.com/,,Indépendante,"109 Av. Aristide Briand, 92160 Antony, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobiliere Occitane,+33 7 67 53 84 14,,,http://www.agence-occitane.com/,,Indépendante,"61 All. de Bellefontaine, 31100 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière OLT - OFFICE LOCATIONS TRANSACTIONS Suresnes,+33 1 45 06 63 87,,,http://oltimmo.fr/,,Indépendante,"5 Rue de Verdun, 92150 Suresnes, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière OSWO Immobilier Oullins et région lyonnaise,+33 6 11 48 41 42,,,https://www.oswo-immobilier.fr/,,Indépendante,"Rue de la Camille, 69600 Oullins-Pierre-Bénite, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobiliere Ott,+33 3 88 81 00 15,,,http://www.immo-ott.com/,,Indépendante,"30 Rue de la République, 67800 Hœnheim, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière PLESSIS IMMOBILIER La Riche,+33 2 47 55 23 31,,,http://www.plessisimmobilier.fr/,,Indépendante,"16 Pl. Sainte-Anne, 37520 La Riche, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Prost Immobilier,+33 4 37 86 12 44,,,http://www.immobilierdombes.com/,,Indépendante,"90 Pl. du Marché, 01320 Chalamont, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Richardière,+33 1 73 73 46 46,,,https://www.richardiere.fr/,,Indépendante,"22 Rue Georges Picquart, 75017 Paris, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Saint-Michel,+33 4 90 61 68 68,,,http://www.saint-michel-immobilier.com/,,Indépendante,"17 Bd Commandant Dampeine, 84170 Monteux, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Saint-Thiebault,+33 3 87 37 12 28,,,http://st-thiebault.fr/,,Indépendante,"22 Rue du Neufbourg, 57000 Metz, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière Schwartz,+33 3 88 87 05 02,,,http://www.a-i-schwartz.com/,,Indépendante,"80 Rue du Général de Gaulle, 67310 Wasselonne, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière SGSI,+33 2 43 29 18 18,,,https://sgsi.fr/,,Indépendante,"43 Av. Louis Cordelet, 72000 Le Mans, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Sixième Avenue Evreux,+33 2 79 41 01 37,,,https://evreux.sixiemeavenue.com/,,Indépendante,"30 Rue de Verdun, 27000 Évreux, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Sixième Avenue Tours - La Riche,+33 2 47 75 76 80,,,https://toursouest.sixiemeavenue.com/,,Indépendante,"97 Av. de Grammont, 37000 Tours, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière Stéphane EL HAIK - Vitry-sur-Seine,+33 6 09 16 51 82,,,https://free-home-quote-form.lovable.app/,,Indépendante,"23 Av. Paul Vaillant Couturier, 94400 Vitry-sur-Seine, France",,,,Site web/leboncoin,,2026-09-07
Agence immobilière V&L IMMOBILIER Cestas,+33 5 56 78 29 48,,,http://www.immobiliercestas.fr/,,Indépendante,"1 Chem. des Boutiques, 33610 Cestas, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière VRIGNAUD IMMO,+33 7 71 72 13 24,,,https://www.vrignaud-immo.com/,,Indépendante,"29 Bis Rue du Donjon, 85500 Les Herbiers, France",,,,Site web/leboncoin,,2026-09-07
Agence Immobilière YOUR Immobilier Neuf,+33 6 98 56 13 83,,,https://www.yourimmobilier.com/,,Indépendante,"16 Rue du Commandant Faurax, 69006 Lyon, France",,,,Site web/leboncoin,,2026-09-07
Agence ISAIA,+33 6 52 60 02 41,,,http://www.isaia.immo/,,Indépendante,"2 Rue Auguste Renoir, 83980 Le Lavandou, France",,,,Site web/leboncoin,,2026-09-07
Agence Jules Ferry,+33 7 82 04 26 11,,,https://www.agencejulesferry.com/,,Indépendante,"75 Rue de Montlhéry, 91240 Saint-Michel-sur-Orge, France",,,,Site web/leboncoin,,2026-09-07
Agence Kramer - Agent et chasseur immobilier en Région Parisienne,+33 6 59 97 05 09,,,https://www.agencekramer.com/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Agence La Josassienne,+33 1 39 56 45 50,,,https://www.lajosassienne.fr/,,Indépendante,"22 Rue de la Libération, 78350 Jouy-en-Josas, France",,,,Site web/leboncoin,,2026-09-07
Agence Larzul,+33 2 48 24 90 90,,,http://larzul.fr/,,Indépendante,"8 Av. Henri Laudier, 18000 Bourges, France",,,,Site web/leboncoin,,2026-09-07
Agence Le Montorge - L'immobilier à Grenoble,+33 4 76 87 89 41,,,http://www.lemontorge.fr/,,Indépendante,"10 Rue Montorge, 38000 Grenoble, France",,,,Site web/leboncoin,,2026-09-07
Agence Les Pins Immobilier FNAIM,+33 4 42 22 95 53,,,https://www.lespinsimmobilier.fr/,,Indépendante,"19 lotissements les terres blanches, 13320 Bouc-Bel-Air, France",,,,Site web/leboncoin,,2026-09-07
Agence Locadelo,+33 6 09 02 29 80,,,https://www.locadelo.fr/fr,,Indépendante,"6 Rue d'Armaillé, 75017 Paris, France",,,,Site web/leboncoin,,2026-09-07
Agence Loger Sainte-Clotilde,+262 262 94 86 86,,,https://www.loger.re/,,Indépendante,"2 Rue Lory Les Bas, Saint-Denis 97490, La Réunion",,,,Site web/leboncoin,,2026-09-07
Agence Lombardo Immobilier,+33 4 67 94 14 72,,,http://www.agence-lombardo.com/,,Indépendante,"29 Av. de Sète, 34300 Agde, France",,,,Site web/leboncoin,,2026-09-07
Agence Majestic Immobilier Thonon,+33 4 50 71 57 00,,,http://thonon.majestic-immobilier.fr/,,Indépendante,"10 Rue Saint-Sébastien, 74200 Thonon-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
Agence Majorelle,+33 3 83 53 93 43,,,https://www.agence-majorelle.com/,,Indépendante,"50 Rue Raymond Poincaré, 54000 Nancy, France",,,,Site web/leboncoin,,2026-09-07
Agence Marchetti,+33 4 80 80 61 06,,,https://www.agencemarchetti.fr/?utm_source=google&utm_medium=gmb,,Indépendante,"5 Pl. Jacqueline Marval, 38000 Grenoble, France",,,,Site web/leboncoin,,2026-09-07
Agence Mélanie MARTEEL IMMOBILIER & home staging,+33 3 28 25 37 59,,,http://www.melanie-marteel-immobilier.fr/,,Indépendante,"68 Rue Roger Salengro, 59123 Bray-Dunes, France",,,,Site web/leboncoin,,2026-09-07
Agence Métropole SA,+33 3 82 82 77 77,,,http://www.immobilere-metropole.com/,,Indépendante,"7 Rue Maréchal Joffre, 57100 Thionville, France",,,,Site web/leboncoin,,2026-09-07
Agence MON-HABITAT.COM (TARLET Aymeric),+33 4 77 69 15 21,,,http://www.mon-habitat.com/,,Indépendante,"53 Rue Jean Jaurès, 42300 Roanne, France",,,,Site web/leboncoin,,2026-09-07
Agence Mulin Bourgoin Jallieu,+33 4 74 93 04 87,,,https://www.agencemulin.fr/,,Indépendante,"1 Rue Pontcottier, 38300 Bourgoin-Jallieu, France",,,,Site web/leboncoin,,2026-09-07
AGENCE NOUVEAU IMMO - Transaction-Gestion,+33 4 90 60 55 73,,,http://www.nouveauimmo.com/,,Indépendante,"409 Allée de l Escadron 1/5 Vendée - RN 7, ZAC Porte Sud, 84100 Orange, France",,,,Site web/leboncoin,,2026-09-07
Agence NOVA Immobilier Gonesse,+33 1 30 11 21 21,,,http://www.nova-immobilier.fr/,,Indépendante,"43 Rue de Paris, 95500 Gonesse, France",,,,Site web/leboncoin,,2026-09-07
Agence OK IMMOBILIER CONSEILS SALLES,+33 5 56 94 35 45,,,https://www.okimmobilier.fr/,,Indépendante,"1 Pl. de la Mairie, 33770 Salles, France",,,,Site web/leboncoin,,2026-09-07
Agence OLAIZOLA,+33 5 59 54 13 68,,Du lundi au samedi : 8h00–19h00. Dimanche : fermé.,https://www.olaizola.immo/,"4,8/5 affiché sur Mappy. Les avis Bien’ici mentionnent un très bon accompagnement, une excellente expérience et la disponibilité de l’équipe ; l’agence est spécialisée dans l’immobilier au Pays basque.",Indépendante,"18 Rue Jean Bart, 64200 Biarritz, France",Lionel Olaizola,,lionel@olaizola.immo,Site web/leboncoin,,2026-09-07
Agence ORI Immobilier - Paris 16ème,+33 1 45 25 50 23,,,http://www.csa-ori.com/,,Indépendante,"75 Av. Mozart, 75016 Paris, France",,,,Site web/leboncoin,,2026-09-07
Agence PACAUT,+33 3 85 58 22 22,,,http://www.agence-pacaut.fr/,,Indépendante,"les alouettes BP 126, 71300 Montceau-les-Mines, France",,,,Site web/leboncoin,,2026-09-07
Agence Pascal,+33 1 60 09 10 01,,,https://www.agencepascal.net/,,Indépendante,"1 Rue Pasteur, 77100 Nanteuil-lès-Meaux, France",,,,Site web/leboncoin,,2026-09-07
Agence Patrimonia,+33 2 98 96 27 63,,,http://www.agence-patrimonia.fr/,,Indépendante,"14 Rue de Quimperlé, 29360 Clohars-Carnoët, France",,,,Site web/leboncoin,,2026-09-07
Agence Pecq Vesinet,+33 1 39 76 64 08,,,https://www.agencepecqvesinet.fr/,,Indépendante,"107 Rte de Croissy, 78230 Le Pecq, France",,,,Site web/leboncoin,,2026-09-07
Agence Pelé,+33 5 45 92 13 68,,,http://www.agence-pele.fr/,,Indépendante,"5 Rue des Postes, 16000 Angoulême, France",,,,Site web/leboncoin,,2026-09-07
Agence Pelimmo Salon de Provence,+33 4 90 44 71 90,,,https://www.pelimmo.com/agence/251418___/pelimmo-salon-de-provence.html,,Indépendante,"185 Cr Victor Hugo, 13300 Salon-de-Provence, France",,,,Site web/leboncoin,,2026-09-07
AGENCE PEREIRE Centre,+33 1 86 39 09 09,,,http://www.agence-pereire.com/,,Indépendante,"4 Rue des Joueries, 78100 Saint-Germain-en-Laye, France",,,,Site web/leboncoin,,2026-09-07
AGENCE PIERRE LOTI Royan,+33 5 46 05 05 03,,,https://www.agence-pierre-loti.com/,,Indépendante,"4 Rue Pierre Loti, 17200 Royan, France",,,,Site web/leboncoin,,2026-09-07
Agence Place Canclaux,+33 2 40 69 50 71,,,http://www.placecanclaux.immo/,,Indépendante,"8 Pl. Canclaux, 44100 Nantes, France",,,,Site web/leboncoin,,2026-09-07
Agence Principale,+33 1 39 20 98 98,,,http://versailles.agenceprincipale.com/,,Indépendante,"8 Pl. Hoche, 78000 Versailles, France",,,,Site web/leboncoin,,2026-09-07
Agence Principale - Agence immobilière Cormeilles-en-Parisis,+33 1 39 95 62 49,,,http://agenceprincipalecormeilles.com/,,Indépendante,"6 Av. Foch, 95240 Cormeilles-en-Parisis, France",,,,Site web/leboncoin,,2026-09-07
